,emoji,meanings_ru,synsets,synsets_names
3507,🚀,"['ракета', 'ракетный корабль', 'космический шаттл']","[""138366-N"", ""153561-N"", ""211-A"", ""3843-A"", ""126792-N"", ""209-N"", ""106610-A"", ""954-A"", ""1023-N"", ""7384-N"", ""8250-N""]","[""ПИРОТЕХНИЧЕСКАЯ РАКЕТА"", ""ПИРОТЕХНИЧЕСКИЕ ИЗДЕЛИЯ"", ""ПИРОТЕХНИЧЕСКАЯ РАКЕТА"", ""ПИРОТЕХНИЧЕСКИЕ ИЗДЕЛИЯ"", ""ЛЕТАТЕЛЬНЫЙ АППАРАТ"", ""РАКЕТА"", ""ПИРОТЕХНИЧЕСКАЯ РАКЕТА"", ""ПИРОТЕХНИЧЕСКИЕ ИЗДЕЛИЯ"", ""ЛЕТАТЕЛЬНЫЙ АППАРАТ"", ""РАКЕТА"", ""БОЛЬШОЙ КОРАБЛЬ"", ""ВОДНЫЕ СРЕДСТВА ТРАНСПОРТА"", ""ПИРОТЕХНИЧЕСКАЯ РАКЕТА"", ""ПИРОТЕХНИЧЕСКИЕ ИЗДЕЛИЯ"", ""ЛЕТАТЕЛЬНЫЙ АППАРАТ"", ""РАКЕТА"", ""БОЛЬШОЙ КОРАБЛЬ"", ""ВОДНЫЕ СРЕДСТВА ТРАНСПОРТА"", ""ПРОСТРАНСТВО"", ""КОСМОС"", ""ПИРОТЕХНИЧЕСКАЯ РАКЕТА"", ""ПИРОТЕХНИЧЕСКИЕ ИЗДЕЛИЯ"", ""ЛЕТАТЕЛЬНЫЙ АППАРАТ"", ""РАКЕТА"", ""БОЛЬШОЙ КОРАБЛЬ"", ""ВОДНЫЕ СРЕДСТВА ТРАНСПОРТА"", ""ПРОСТРАНСТВО"", ""КОСМОС"", ""КОСМИЧЕСКИЙ АППАРАТ"", ""КОСМИЧЕСКИЙ КОРАБЛЬ МНОГОРАЗОВОГО ИСПОЛЬЗОВАНИЯ"", ""ПИЛОТИРУЕМЫЙ КОСМИЧЕСКИЙ КОРАБЛЬ""]"
3508,🛸,"['летающий соусер', 'уфо']",[],[]
3509,🛎️,['bellhop колокол'],"[""151345-N"", ""106553-N"", ""110657-N""]","[""КОНУС (ПРЕДМЕТ)"", ""ПРИСПОСОБЛЕНИЕ, ИНСТРУМЕНТ"", ""КОЛОКОЛ""]"
3510,🛎,['bellhop колокол'],"[""151345-N"", ""106553-N"", ""110657-N""]","[""КОНУС (ПРЕДМЕТ)"", ""ПРИСПОСОБЛЕНИЕ, ИНСТРУМЕНТ"", ""КОЛОКОЛ""]"
3511,🧳,"['багаж', 'чемодан']","[""181-N"", ""3003-N"", ""107038-N"", ""107164-N""]","[""ГРУЗ"", ""БАГАЖ ПАССАЖИРА"", ""ГРУЗ"", ""БАГАЖ ПАССАЖИРА"", ""ВМЕСТИЛИЩЕ"", ""ЧЕМОДАН""]"
3512,⌛,['часовое стекло сделано'],"[""2493-N"", ""106536-N""]","[""СТЕКЛО"", ""МАТЕРИАЛ ДЛЯ ИЗГОТОВЛЕНИЯ"", ""СТЕКЛО"", ""МАТЕРИАЛ ДЛЯ ИЗГОТОВЛЕНИЯ""]"
3513,⏳,['часовой стекло не сделано'],"[""2489-A"", ""2754-A"", ""110206-A"", ""2493-N"", ""106536-N""]","[""ИЗМЕРИТЕЛЬНОЕ ОБОРУДОВАНИЕ"", ""ПРИБОР"", ""ЧАСЫ"", ""ИЗМЕРИТЕЛЬНОЕ ОБОРУДОВАНИЕ"", ""ПРИБОР"", ""ЧАСЫ"", ""СТЕКЛО"", ""МАТЕРИАЛ ДЛЯ ИЗГОТОВЛЕНИЯ"", ""ИЗМЕРИТЕЛЬНОЕ ОБОРУДОВАНИЕ"", ""ПРИБОР"", ""ЧАСЫ"", ""СТЕКЛО"", ""МАТЕРИАЛ ДЛЯ ИЗГОТОВЛЕНИЯ"", ""ИЗМЕРИТЕЛЬНОЕ ОБОРУДОВАНИЕ"", ""ПРИБОР"", ""ЧАСЫ"", ""СТЕКЛО"", ""МАТЕРИАЛ ДЛЯ ИЗГОТОВЛЕНИЯ""]"
3514,⌚,"['смотреть', 'Яблочные часы', 'часы', 'wrist часы']","[""106903-V"", ""145755-V"", ""114501-V"", ""3648-N"", ""110206-N"", ""3648-N"", ""110206-N"", ""3648-N"", ""110206-N""]","[""СМОТРЕТЬ, НАПРАВЛЯТЬ ВЗГЛЯД"", ""НАПРАВИТЬ (ПРИДАТЬ, УКАЗАТЬ НАПРАВЛЕНИЕ)"", ""НАПРАВИТЬ, УСТРЕМИТЬ"", ""СМОТРЕТЬ, НАПРАВЛЯТЬ ВЗГЛЯД"", ""НАПРАВИТЬ (ПРИДАТЬ, УКАЗАТЬ НАПРАВЛЕНИЕ)"", ""НАПРАВИТЬ, УСТРЕМИТЬ"", ""СМОТРЕТЬ, НАПРАВЛЯТЬ ВЗГЛЯД"", ""НАПРАВИТЬ (ПРИДАТЬ, УКАЗАТЬ НАПРАВЛЕНИЕ)"", ""НАПРАВИТЬ, УСТРЕМИТЬ"", ""ИЗМЕРИТЕЛЬНЫЙ ПРИБОР"", ""ЧАСЫ"", ""СМОТРЕТЬ, НАПРАВЛЯТЬ ВЗГЛЯД"", ""НАПРАВИТЬ (ПРИДАТЬ, УКАЗАТЬ НАПРАВЛЕНИЕ)"", ""НАПРАВИТЬ, УСТРЕМИТЬ"", ""ИЗМЕРИТЕЛЬНЫЙ ПРИБОР"", ""ЧАСЫ"", ""ИЗМЕРИТЕЛЬНЫЙ ПРИБОР"", ""ЧАСЫ"", ""СМОТРЕТЬ, НАПРАВЛЯТЬ ВЗГЛЯД"", ""НАПРАВИТЬ (ПРИДАТЬ, УКАЗАТЬ НАПРАВЛЕНИЕ)"", ""НАПРАВИТЬ, УСТРЕМИТЬ"", ""ИЗМЕРИТЕЛЬНЫЙ ПРИБОР"", ""ЧАСЫ"", ""ИЗМЕРИТЕЛЬНЫЙ ПРИБОР"", ""ЧАСЫ"", ""СМОТРЕТЬ, НАПРАВЛЯТЬ ВЗГЛЯД"", ""НАПРАВИТЬ (ПРИДАТЬ, УКАЗАТЬ НАПРАВЛЕНИЕ)"", ""НАПРАВИТЬ, УСТРЕМИТЬ"", ""ИЗМЕРИТЕЛЬНЫЙ ПРИБОР"", ""ЧАСЫ"", ""ИЗМЕРИТЕЛЬНЫЙ ПРИБОР"", ""ЧАСЫ"", ""ИЗМЕРИТЕЛЬНЫЙ ПРИБОР"", ""ЧАСЫ""]"
3515,⏰,"['будильник', 'тревога', 'часы']","[""110206-N"", ""110266-N"", ""107520-N"", ""113114-N"", ""3648-N"", ""110206-N""]","[""ЧАСЫ"", ""БУДИЛЬНИК"", ""ЧАСЫ"", ""БУДИЛЬНИК"", ""СИГНАЛ (УСЛОВНЫЙ ЗНАК)"", ""СИГНАЛ ТРЕВОГИ"", ""ЧАСЫ"", ""БУДИЛЬНИК"", ""СИГНАЛ (УСЛОВНЫЙ ЗНАК)"", ""СИГНАЛ ТРЕВОГИ"", ""ИЗМЕРИТЕЛЬНЫЙ ПРИБОР"", ""ЧАСЫ""]"
3516,⏱️,['секундомер'],"[""110208-N"", ""110206-N"", ""2498-N""]","[""СЕКУНДОМЕР"", ""ЧАСЫ"", ""СПОРТИВНЫЙ ИНВЕНТАРЬ""]"
3517,⏱,['секундомер'],"[""110208-N"", ""110206-N"", ""2498-N""]","[""СЕКУНДОМЕР"", ""ЧАСЫ"", ""СПОРТИВНЫЙ ИНВЕНТАРЬ""]"
3518,⏲️,['таймер часы'],"[""110207-N"", ""143033-N"", ""112394-N"", ""3648-N"", ""110206-N""]","[""ХРОНОМЕТР"", ""ТАЙМЕР"", ""СИГНАЛЬНОЕ УСТРОЙСТВО"", ""ХРОНОМЕТР"", ""ТАЙМЕР"", ""СИГНАЛЬНОЕ УСТРОЙСТВО"", ""ИЗМЕРИТЕЛЬНЫЙ ПРИБОР"", ""ЧАСЫ""]"
3519,⏲,['таймер часы'],"[""110207-N"", ""143033-N"", ""112394-N"", ""3648-N"", ""110206-N""]","[""ХРОНОМЕТР"", ""ТАЙМЕР"", ""СИГНАЛЬНОЕ УСТРОЙСТВО"", ""ХРОНОМЕТР"", ""ТАЙМЕР"", ""СИГНАЛЬНОЕ УСТРОЙСТВО"", ""ИЗМЕРИТЕЛЬНЫЙ ПРИБОР"", ""ЧАСЫ""]"
3520,🕰️,['часы mantelpiece'],"[""3648-N"", ""110206-N""]","[""ИЗМЕРИТЕЛЬНЫЙ ПРИБОР"", ""ЧАСЫ"", ""ИЗМЕРИТЕЛЬНЫЙ ПРИБОР"", ""ЧАСЫ""]"
3521,🕰,['часы mantelpiece'],"[""3648-N"", ""110206-N""]","[""ИЗМЕРИТЕЛЬНЫЙ ПРИБОР"", ""ЧАСЫ"", ""ИЗМЕРИТЕЛЬНЫЙ ПРИБОР"", ""ЧАСЫ""]"
3522,🕛,['двенадцать часов'],[],[]
3523,🕧,['двенадцать тридцать'],[],[]
3524,🕐,['один час'],"[""106723-N"", ""106739-N"", ""8647-N""]","[""ПРОМЕЖУТОК ВРЕМЕНИ"", ""ЧАС (ПРОМЕЖУТОК ВРЕМЕНИ)"", ""ЕДИНИЦА ВРЕМЕНИ""]"
3525,🕜,['one-тридцать'],[],[]
3526,🕑,['два часа'],[],[]
3527,🕝,['две тысячи'],[],[]
3528,🕒,['три часа'],[],[]
3529,🕞,['тридцать'],[],[]
3530,🕓,['четыре часа'],[],[]
3531,🕟,['четыредцать'],[],[]
3532,🕔,['5 часов'],[],[]
3533,🕠,['пять-тридцать'],[],[]
3534,🕕,['шесть часов'],[],[]
3535,🕡,['шесть тридцать'],[],[]
3536,🕖,['7 часов'],[],[]
3537,🕢,['семитысячность'],[],[]
3538,🕗,['восемь часов'],[],[]
3539,🕣,['восьмитысяча'],[],[]
3540,🕘,['девять часов'],[],[]
3541,🕤,['девять тридцать'],[],[]
3542,🕙,['10 часов'],[],[]
3543,🕥,['десять тридцать'],[],[]
3544,🕚,['одиннадцать часов'],[],[]
3545,🕦,['одиннадцать тридцать'],[],[]
3546,🌑,"['новая луна', 'темная луна', 'тень луна', 'солнечная затмение']","[""116356-N"", ""3540-N"", ""116356-N"", ""3540-N"", ""107573-N"", ""151239-N"", ""116356-N"", ""3540-N"", ""106567-N"", ""124725-N""]","[""СПУТНИК (НЕБЕСНОЕ ТЕЛО)"", ""НЕБЕСНОЕ ТЕЛО"", ""СПУТНИК (НЕБЕСНОЕ ТЕЛО)"", ""НЕБЕСНОЕ ТЕЛО"", ""СПУТНИК (НЕБЕСНОЕ ТЕЛО)"", ""НЕБЕСНОЕ ТЕЛО"", ""СПУТНИК (НЕБЕСНОЕ ТЕЛО)"", ""НЕБЕСНОЕ ТЕЛО"", ""СПУТНИК (НЕБЕСНОЕ ТЕЛО)"", ""НЕБЕСНОЕ ТЕЛО"", ""СПУТНИК (НЕБЕСНОЕ ТЕЛО)"", ""НЕБЕСНОЕ ТЕЛО"", ""ПЯТНО НА ПОВЕРХНОСТИ"", ""ТЕНЬ НА ИЗОБРАЖЕНИИ"", ""СПУТНИК (НЕБЕСНОЕ ТЕЛО)"", ""НЕБЕСНОЕ ТЕЛО"", ""СПУТНИК (НЕБЕСНОЕ ТЕЛО)"", ""НЕБЕСНОЕ ТЕЛО"", ""ПЯТНО НА ПОВЕРХНОСТИ"", ""ТЕНЬ НА ИЗОБРАЖЕНИИ"", ""СПУТНИК (НЕБЕСНОЕ ТЕЛО)"", ""НЕБЕСНОЕ ТЕЛО"", ""СПУТНИК (НЕБЕСНОЕ ТЕЛО)"", ""НЕБЕСНОЕ ТЕЛО"", ""СПУТНИК (НЕБЕСНОЕ ТЕЛО)"", ""НЕБЕСНОЕ ТЕЛО"", ""ПЯТНО НА ПОВЕРХНОСТИ"", ""ТЕНЬ НА ИЗОБРАЖЕНИИ"", ""СПУТНИК (НЕБЕСНОЕ ТЕЛО)"", ""НЕБЕСНОЕ ТЕЛО"", ""СПУТНИК (НЕБЕСНОЕ ТЕЛО)"", ""НЕБЕСНОЕ ТЕЛО"", ""СПУТНИК (НЕБЕСНОЕ ТЕЛО)"", ""НЕБЕСНОЕ ТЕЛО"", ""ПЯТНО НА ПОВЕРХНОСТИ"", ""ТЕНЬ НА ИЗОБРАЖЕНИИ"", ""СПУТНИК (НЕБЕСНОЕ ТЕЛО)"", ""НЕБЕСНОЕ ТЕЛО"", ""ФИЗИЧЕСКОЕ САМОЧУВСТВИЕ"", ""ОДУРЕНИЕ, ОДУРЬ""]"
3547,🌒,['восковая луна'],"[""116356-N"", ""3540-N""]","[""СПУТНИК (НЕБЕСНОЕ ТЕЛО)"", ""НЕБЕСНОЕ ТЕЛО""]"
3548,🌓,['первый квартал луна'],"[""107020-N"", ""106723-N"", ""110301-N"", ""116356-N"", ""3540-N""]","[""ЧЕТВЕРТЬ, ЧЕТВЕРТАЯ ЧАСТЬ"", ""ПРОМЕЖУТОК ВРЕМЕНИ"", ""КВАРТАЛ ГОДА"", ""ЧЕТВЕРТЬ, ЧЕТВЕРТАЯ ЧАСТЬ"", ""ПРОМЕЖУТОК ВРЕМЕНИ"", ""КВАРТАЛ ГОДА"", ""СПУТНИК (НЕБЕСНОЕ ТЕЛО)"", ""НЕБЕСНОЕ ТЕЛО""]"
3549,🌔,['восковая гигантская луна'],"[""116356-N"", ""3540-N""]","[""СПУТНИК (НЕБЕСНОЕ ТЕЛО)"", ""НЕБЕСНОЕ ТЕЛО""]"
3550,🌕,['полная луна'],"[""116356-N"", ""3540-N""]","[""СПУТНИК (НЕБЕСНОЕ ТЕЛО)"", ""НЕБЕСНОЕ ТЕЛО""]"
3551,🌖,['бьет гибкую луну'],[],[]
3552,🌗,['последний квартал луна'],"[""118846-A"", ""106446-A"", ""121261-A"", ""121477-A"", ""107020-N"", ""106723-N"", ""110301-N"", ""116356-N"", ""3540-N""]","[""ОКОНЧАТЕЛЬНЫЙ (ПОСЛЕДНИЙ, ПОЛУЧЕННЫЙ В ИТОГЕ)"", ""ОБСТОЯТЕЛЬСТВА, ОБСТАНОВКА, УСЛОВИЯ"", ""СТАДИЯ"", ""ПОСЛЕДНИЙ ПО ПОРЯДКУ"", ""ОКОНЧАТЕЛЬНЫЙ (ПОСЛЕДНИЙ, ПОЛУЧЕННЫЙ В ИТОГЕ)"", ""ОБСТОЯТЕЛЬСТВА, ОБСТАНОВКА, УСЛОВИЯ"", ""СТАДИЯ"", ""ПОСЛЕДНИЙ ПО ПОРЯДКУ"", ""ЧЕТВЕРТЬ, ЧЕТВЕРТАЯ ЧАСТЬ"", ""ПРОМЕЖУТОК ВРЕМЕНИ"", ""КВАРТАЛ ГОДА"", ""ОКОНЧАТЕЛЬНЫЙ (ПОСЛЕДНИЙ, ПОЛУЧЕННЫЙ В ИТОГЕ)"", ""ОБСТОЯТЕЛЬСТВА, ОБСТАНОВКА, УСЛОВИЯ"", ""СТАДИЯ"", ""ПОСЛЕДНИЙ ПО ПОРЯДКУ"", ""ЧЕТВЕРТЬ, ЧЕТВЕРТАЯ ЧАСТЬ"", ""ПРОМЕЖУТОК ВРЕМЕНИ"", ""КВАРТАЛ ГОДА"", ""СПУТНИК (НЕБЕСНОЕ ТЕЛО)"", ""НЕБЕСНОЕ ТЕЛО""]"
3553,🌘,['молния молния'],"[""153206-N"", ""113173-N"", ""153206-N"", ""113173-N""]","[""ИСКРОВОЙ РАЗРЯД"", ""МОЛНИЯ (ИСКРОВОЙ РАЗРЯД)"", ""ИСКРОВОЙ РАЗРЯД"", ""МОЛНИЯ (ИСКРОВОЙ РАЗРЯД)"", ""ИСКРОВОЙ РАЗРЯД"", ""МОЛНИЯ (ИСКРОВОЙ РАЗРЯД)""]"
3554,🌙,['crescent луна'],"[""116356-N"", ""3540-N""]","[""СПУТНИК (НЕБЕСНОЕ ТЕЛО)"", ""НЕБЕСНОЕ ТЕЛО""]"
3555,🌚,"['новое лицо луны', 'creepy луна', 'темнолуние лицо', 'молестер луна']","[""106579-N"", ""138167-N"", ""2149-N"", ""116356-N"", ""3540-N"", ""106579-N"", ""138167-N"", ""2149-N"", ""116356-N"", ""3540-N""]","[""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""СПУТНИК (НЕБЕСНОЕ ТЕЛО)"", ""НЕБЕСНОЕ ТЕЛО"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""СПУТНИК (НЕБЕСНОЕ ТЕЛО)"", ""НЕБЕСНОЕ ТЕЛО"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""СПУТНИК (НЕБЕСНОЕ ТЕЛО)"", ""НЕБЕСНОЕ ТЕЛО"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""СПУТНИК (НЕБЕСНОЕ ТЕЛО)"", ""НЕБЕСНОЕ ТЕЛО"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""СПУТНИК (НЕБЕСНОЕ ТЕЛО)"", ""НЕБЕСНОЕ ТЕЛО"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК"", ""СПУТНИК (НЕБЕСНОЕ ТЕЛО)"", ""НЕБЕСНОЕ ТЕЛО""]"
3556,🌛,['первый квартал луна лицо'],"[""107020-N"", ""106723-N"", ""110301-N"", ""116356-N"", ""3540-N"", ""106579-N"", ""138167-N"", ""2149-N""]","[""ЧЕТВЕРТЬ, ЧЕТВЕРТАЯ ЧАСТЬ"", ""ПРОМЕЖУТОК ВРЕМЕНИ"", ""КВАРТАЛ ГОДА"", ""ЧЕТВЕРТЬ, ЧЕТВЕРТАЯ ЧАСТЬ"", ""ПРОМЕЖУТОК ВРЕМЕНИ"", ""КВАРТАЛ ГОДА"", ""СПУТНИК (НЕБЕСНОЕ ТЕЛО)"", ""НЕБЕСНОЕ ТЕЛО"", ""ЧЕТВЕРТЬ, ЧЕТВЕРТАЯ ЧАСТЬ"", ""ПРОМЕЖУТОК ВРЕМЕНИ"", ""КВАРТАЛ ГОДА"", ""СПУТНИК (НЕБЕСНОЕ ТЕЛО)"", ""НЕБЕСНОЕ ТЕЛО"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК""]"
3557,🌜,['последний квартал луна лицо'],"[""118846-A"", ""106446-A"", ""121261-A"", ""121477-A"", ""107020-N"", ""106723-N"", ""110301-N"", ""116356-N"", ""3540-N"", ""106579-N"", ""138167-N"", ""2149-N""]","[""ОКОНЧАТЕЛЬНЫЙ (ПОСЛЕДНИЙ, ПОЛУЧЕННЫЙ В ИТОГЕ)"", ""ОБСТОЯТЕЛЬСТВА, ОБСТАНОВКА, УСЛОВИЯ"", ""СТАДИЯ"", ""ПОСЛЕДНИЙ ПО ПОРЯДКУ"", ""ОКОНЧАТЕЛЬНЫЙ (ПОСЛЕДНИЙ, ПОЛУЧЕННЫЙ В ИТОГЕ)"", ""ОБСТОЯТЕЛЬСТВА, ОБСТАНОВКА, УСЛОВИЯ"", ""СТАДИЯ"", ""ПОСЛЕДНИЙ ПО ПОРЯДКУ"", ""ЧЕТВЕРТЬ, ЧЕТВЕРТАЯ ЧАСТЬ"", ""ПРОМЕЖУТОК ВРЕМЕНИ"", ""КВАРТАЛ ГОДА"", ""ОКОНЧАТЕЛЬНЫЙ (ПОСЛЕДНИЙ, ПОЛУЧЕННЫЙ В ИТОГЕ)"", ""ОБСТОЯТЕЛЬСТВА, ОБСТАНОВКА, УСЛОВИЯ"", ""СТАДИЯ"", ""ПОСЛЕДНИЙ ПО ПОРЯДКУ"", ""ЧЕТВЕРТЬ, ЧЕТВЕРТАЯ ЧАСТЬ"", ""ПРОМЕЖУТОК ВРЕМЕНИ"", ""КВАРТАЛ ГОДА"", ""СПУТНИК (НЕБЕСНОЕ ТЕЛО)"", ""НЕБЕСНОЕ ТЕЛО"", ""ОКОНЧАТЕЛЬНЫЙ (ПОСЛЕДНИЙ, ПОЛУЧЕННЫЙ В ИТОГЕ)"", ""ОБСТОЯТЕЛЬСТВА, ОБСТАНОВКА, УСЛОВИЯ"", ""СТАДИЯ"", ""ПОСЛЕДНИЙ ПО ПОРЯДКУ"", ""ЧЕТВЕРТЬ, ЧЕТВЕРТАЯ ЧАСТЬ"", ""ПРОМЕЖУТОК ВРЕМЕНИ"", ""КВАРТАЛ ГОДА"", ""СПУТНИК (НЕБЕСНОЕ ТЕЛО)"", ""НЕБЕСНОЕ ТЕЛО"", ""ЖИВОЙ ОРГАНИЗМ"", ""СУБЪЕКТ ДЕЯТЕЛЬНОСТИ"", ""ЧЕЛОВЕК""]"
3558,🌡️,"['термометр', 'горячая погода', 'температура']","[""114296-N"", ""3648-N"", ""6147-N"", ""106563-N"", ""111-N"", ""106841-N"", ""3192-N""]","[""ТЕРМОМЕТР"", ""ИЗМЕРИТЕЛЬНЫЙ ПРИБОР"", ""ТЕРМОМЕТР"", ""ИЗМЕРИТЕЛЬНЫЙ ПРИБОР"", ""ТЕРМОМЕТР"", ""ИЗМЕРИТЕЛЬНЫЙ ПРИБОР"", ""ПОГОДА"", ""СОСТОЯНИЕ, ВНУТРЕННИЕ ОБСТОЯТЕЛЬСТВА"", ""ПРИРОДНОЕ ЯВЛЕНИЕ"", ""ТЕРМОМЕТР"", ""ИЗМЕРИТЕЛЬНЫЙ ПРИБОР"", ""ПОГОДА"", ""СОСТОЯНИЕ, ВНУТРЕННИЕ ОБСТОЯТЕЛЬСТВА"", ""ПРИРОДНОЕ ЯВЛЕНИЕ"", ""КОЛИЧЕСТВЕННЫЙ ПАРАМЕТР"", ""ТЕМПЕРАТУРА""]"
3559,🌡,"['термометр', 'горячая погода', 'температура']","[""114296-N"", ""3648-N"", ""6147-N"", ""106563-N"", ""111-N"", ""106841-N"", ""3192-N""]","[""ТЕРМОМЕТР"", ""ИЗМЕРИТЕЛЬНЫЙ ПРИБОР"", ""ТЕРМОМЕТР"", ""ИЗМЕРИТЕЛЬНЫЙ ПРИБОР"", ""ТЕРМОМЕТР"", ""ИЗМЕРИТЕЛЬНЫЙ ПРИБОР"", ""ПОГОДА"", ""СОСТОЯНИЕ, ВНУТРЕННИЕ ОБСТОЯТЕЛЬСТВА"", ""ПРИРОДНОЕ ЯВЛЕНИЕ"", ""ТЕРМОМЕТР"", ""ИЗМЕРИТЕЛЬНЫЙ ПРИБОР"", ""ПОГОДА"", ""СОСТОЯНИЕ, ВНУТРЕННИЕ ОБСТОЯТЕЛЬСТВА"", ""ПРИРОДНОЕ ЯВЛЕНИЕ"", ""КОЛИЧЕСТВЕННЫЙ ПАРАМЕТР"", ""ТЕМПЕРАТУРА""]"
3560,☀️,"['солнце', 'солнце', 'солнце']","[""109931-N"", ""8749-N"", ""3540-N"", ""109931-N"", ""8749-N"", ""3540-N"", ""109931-N"", ""8749-N"", ""3540-N""]","[""ЗВЕЗДА (НЕБЕСНОЕ ТЕЛО)"", ""СОЛНЦЕ"", ""НЕБЕСНОЕ ТЕЛО"", ""ЗВЕЗДА (НЕБЕСНОЕ ТЕЛО)"", ""СОЛНЦЕ"", ""НЕБЕСНОЕ ТЕЛО"", ""ЗВЕЗДА (НЕБЕСНОЕ ТЕЛО)"", ""СОЛНЦЕ"", ""НЕБЕСНОЕ ТЕЛО"", ""ЗВЕЗДА (НЕБЕСНОЕ ТЕЛО)"", ""СОЛНЦЕ"", ""НЕБЕСНОЕ ТЕЛО"", ""ЗВЕЗДА (НЕБЕСНОЕ ТЕЛО)"", ""СОЛНЦЕ"", ""НЕБЕСНОЕ ТЕЛО"", ""ЗВЕЗДА (НЕБЕСНОЕ ТЕЛО)"", ""СОЛНЦЕ"", ""НЕБЕСНОЕ ТЕЛО""]"
3561,☀,"['солнце', 'солнце', 'солнце']","[""109931-N"", ""8749-N"", ""3540-N"", ""109931-N"", ""8749-N"", ""3540-N"", ""109931-N"", ""8749-N"", ""3540-N""]","[""ЗВЕЗДА (НЕБЕСНОЕ ТЕЛО)"", ""СОЛНЦЕ"", ""НЕБЕСНОЕ ТЕЛО"", ""ЗВЕЗДА (НЕБЕСНОЕ ТЕЛО)"", ""СОЛНЦЕ"", ""НЕБЕСНОЕ ТЕЛО"", ""ЗВЕЗДА (НЕБЕСНОЕ ТЕЛО)"", ""СОЛНЦЕ"", ""НЕБЕСНОЕ ТЕЛО"", ""ЗВЕЗДА (НЕБЕСНОЕ ТЕЛО)"", ""СОЛНЦЕ"", ""НЕБЕСНОЕ ТЕЛО"", ""ЗВЕЗДА (НЕБЕСНОЕ ТЕЛО)"", ""СОЛНЦЕ"", ""НЕБЕСНОЕ ТЕЛО"", ""ЗВЕЗДА (НЕБЕСНОЕ ТЕЛО)"", ""СОЛНЦЕ"", ""НЕБЕСНОЕ ТЕЛО""]"
